Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
5000 BLOCK OF NE SANDY BLVD,22-901312,Property,Rose City Park,1/8/2022,2230,Vandalism,Vandalism,45.539664634,-122.611456517,1/10/2022,1
5000 BLOCK OF S CORBETT AVE,22-4846,Property,South Portland,1/6/2022,1226,Motor Vehicle Theft,Motor Vehicle Theft,45.486828462,-122.676821243,1/6/2022,1
5000 BLOCK OF SE 82ND AVE,22-10244,Property,Lents,1/12/2022,0645,Arson,Arson,45.486183316,-122.578822752,1/12/2022,1
5000 BLOCK OF SE 82ND AVE,22-10610,Property,Foster-Powell,1/12/2022,1417,Vandalism,Vandalism,45.485673261,-122.578960108,1/12/2022,1
5000 BLOCK OF SE 82ND AVE,22-13725,Property,Foster-Powell,1/15/2022,1830,Larceny Offenses,Theft From Building,45.485673261,-122.578960108,1/15/2022,1
5000 BLOCK OF SE 118TH AVE,22-22074,Property,Powellhurst-Gilbert,1/24/2022,0825,Motor Vehicle Theft,Motor Vehicle Theft,45.485618123,-122.541818321,1/24/2022,1
5000 BLOCK OF SE DIVISION ST,22-22815,Property,Mt Tabor,1/25/2022,0036,Robbery,Robbery,45.505350166,-122.610567118,1/25/2022,1
5000 BLOCK OF SE FOSTER RD,22-9782,Property,Foster-Powell,1/11/2022,1735,Vandalism,Vandalism,45.496648354,-122.610364744,1/11/2022,1
5000 BLOCK OF SE KELLY ST,22-12328,Property,Richmond,1/14/2022,0300,Motor Vehicle Theft,Motor Vehicle Theft,45.499643252,-122.610725706,1/14/2022,1
5000 BLOCK OF SE LINCOLN ST,22-23488,Property,Mt Tabor,1/25/2022,1706,Counterfeiting/Forgery,Counterfeiting/Forgery,45.508067814,-122.610636896,1/25/2022,1
5000 BLOCK OF SE MILL ST,22-901541,Property,Mt Tabor,1/11/2022,1115,Larceny Offenses,All Other Larceny,45.510010391,-122.611079795,1/17/2022,1
5000 BLOCK OF SE REEDWAY ST,22-900204,Property,Woodstock,12/28/2021,1325,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.481354459,-122.610561151,1/1/2022,1
5000 BLOCK OF SW MITCHELL ST,22-901428,Property,Hayhurst,1/6/2022,0100,Larceny Offenses,Theft From Motor Vehicle,45.486382544,-122.728955861,1/14/2022,1
5000 BLOCK OF SW VIEW POINT TER,22-902568,Property,South Portland,1/25/2022,0300,Larceny Offenses,Theft From Motor Vehicle,45.486847328,-122.677707413,1/26/2022,1
5100 BLOCK OF E BURNSIDE ST,22-8182,Property,North Tabor,1/10/2022,0520,Burglary,Burglary,45.522931755,-122.610689846,1/10/2022,1
5100 BLOCK OF E BURNSIDE ST,22-26043,Property,Mt Tabor,1/28/2022,0637,Vandalism,Vandalism,45.522843948,-122.610690485,1/28/2022,1
5100 BLOCK OF N BASIN AVE,22-900764,Property,Overlook,12/6/2021,0800,Larceny Offenses,All Other Larceny,45.560486845,-122.701941034,1/4/2022,1
5100 BLOCK OF N BASIN AVE,22-902561,Property,Overlook,1/25/2022,0055,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.560486845,-122.701941034,1/27/2022,1
5100 BLOCK OF N DEPAUW ST,22-13223,Property,University Park,1/14/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.579260658,-122.722677855,1/15/2022,1
5100 BLOCK OF N INTERSTATE AVE,22-10470,Property,Overlook,1/11/2022,0200,Motor Vehicle Theft,Motor Vehicle Theft,45.560056184,-122.682075553,1/12/2022,1
5100 BLOCK OF N INTERSTATE AVE,22-14979,Property,Overlook,1/17/2022,0650,Burglary,Burglary,45.560159702,-122.682403706,1/17/2022,1
5100 BLOCK OF N INTERSTATE AVE,22-900143,Property,Overlook,12/28/2021,1015,Larceny Offenses,Theft From Building,45.560056184,-122.682075553,1/2/2022,1
5100 BLOCK OF N LOMBARD ST,22-20173,Property,University Park,1/22/2022,0730,Robbery,Robbery,45.581351571,-122.721103140,1/22/2022,1
5100 BLOCK OF N LOMBARD ST,22-900384,Property,University Park,1/1/2022,1550,Fraud Offenses,Identity Theft,45.581351571,-122.721103140,1/7/2022,1
5100 BLOCK OF N MINNESOTA AVE,22-28750,Property,Overlook,1/30/2022,2130,Motor Vehicle Theft,Motor Vehicle Theft,45.560062199,-122.679154331,1/31/2022,1
5100 BLOCK OF NE 15TH AVE,22-9402,Property,Vernon,1/10/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.560031007,-122.649766929,1/11/2022,1
5100 BLOCK OF NE CESAR E CHAVEZ BLVD,22-900741,Property,Concordia,1/5/2022,0930,Fraud Offenses,Identity Theft,45.559872914,-122.622984039,1/5/2022,1
5100 BLOCK OF NE CORNFOOT RD,22-680070,Society,,1/20/2022,1045,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.577316748,-122.608959100,1/20/2022,1
5100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,22-11813,Property,King,1/11/2022,1730,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.560260179,-122.661543386,1/13/2022,1
5100 BLOCK OF NE WISTARIA DR,22-9781,Property,Rose City Park,1/9/2022,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.541450354,-122.610878734,1/11/2022,1
5100 BLOCK OF NW CORNELL RD,22-1558,Property,Forest Park,1/2/2022,2112,Larceny Offenses,Theft From Motor Vehicle,45.526566978,-122.730100240,1/2/2022,1
5100 BLOCK OF NW CORNELL RD,22-1558,Property,Forest Park,1/2/2022,2112,Vandalism,Vandalism,45.526566978,-122.730100240,1/2/2022,1
5100 BLOCK OF NW CORNELL RD,22-901609,Property,Forest Park,1/16/2022,1215,Larceny Offenses,Theft From Motor Vehicle,45.526566978,-122.730100240,1/16/2022,1
5100 BLOCK OF SE 17TH AVE,22-29020,Person,Sellwood-Moreland,1/30/2022,1045,Assault Offenses,Simple Assault,45.485706171,-122.648273010,1/31/2022,2
5100 BLOCK OF SE 28TH AVE,22-27062,Property,Reed,1/29/2022,0904,Larceny Offenses,All Other Larceny,45.485738538,-122.637422963,1/29/2022,1
5100 BLOCK OF SE 30TH AVE,22-902311,Property,Reed,12/16/2021,1610,Larceny Offenses,All Other Larceny,45.486036145,-122.634403439,1/24/2022,1
5100 BLOCK OF SE 45TH AVE,22-902094,Property,Woodstock,1/21/2022,0330,Larceny Offenses,Theft From Motor Vehicle,45.485924428,-122.616425650,1/21/2022,1
5100 BLOCK OF SE 80TH AVE,22-8280,Property,Foster-Powell,1/10/2022,0900,Vandalism,Vandalism,45.485569557,-122.580898732,1/10/2022,1
5100 BLOCK OF SE 86TH AVE,22-12523,Property,Lents,1/14/2022,1020,Motor Vehicle Theft,Motor Vehicle Theft,45.485396049,-122.575022240,1/14/2022,1
5100 BLOCK OF SE 136TH AVE,22-4876,Property,Powellhurst-Gilbert,1/4/2022,1207,Larceny Offenses,Theft From Building,45.485517284,-122.523646745,1/6/2022,1
5100 BLOCK OF SE FOSTER RD,22-901749,Property,Foster-Powell,1/5/2022,0600,Vandalism,Vandalism,45.496090439,-122.609520864,1/15/2022,1
5100 BLOCK OF SE GLADSTONE ST,22-901246,Property,Creston-Kenilworth,1/10/2022,0340,Larceny Offenses,Theft From Motor Vehicle,45.493450235,-122.609715399,1/11/2022,1
5100 BLOCK OF SE HARNEY DR,22-28039,Property,Brentwood-Darlington,1/23/2022,1200,Larceny Offenses,All Other Larceny,45.462993286,-122.610448604,1/30/2022,1
5100 BLOCK OF SE HARNEY DR,22-900726,Property,Brentwood-Darlington,1/2/2022,2200,Larceny Offenses,All Other Larceny,45.462905477,-122.610449242,1/4/2022,1
5100 BLOCK OF SE HOLGATE BLVD,22-901254,Property,Creston-Kenilworth,1/7/2022,2330,Larceny Offenses,Theft From Building,45.490343081,-122.609490791,1/10/2022,1
5100 BLOCK OF SE HOLGATE BLVD,22-902581,Property,Creston-Kenilworth,1/26/2022,1705,Larceny Offenses,All Other Larceny,45.490343081,-122.609490791,1/26/2022,1
5100 BLOCK OF SE TIBBETTS ST,22-16538,Property,Richmond,1/1/2022,0001,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.500240724,-122.609565758,1/18/2022,1
5100 BLOCK OF SE TOLMAN ST,22-13811,Property,Woodstock,1/15/2022,2108,Motor Vehicle Theft,Motor Vehicle Theft,45.476953272,-122.609387615,1/15/2022,1
5100 BLOCK OF SW BOUNDARY ST,22-900351,Property,Hayhurst,1/7/2022,2210,Burglary,Burglary,45.485732698,-122.730205876,1/8/2022,1
5200 BLOCK OF E BURNSIDE ST,22-13375,Property,Mt Tabor,11/8/2021,0505,Vandalism,Vandalism,45.522842929,-122.609550761,1/15/2022,1
5200 BLOCK OF N AMHERST ST,22-5840,Property,University Park,1/6/2022,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.577878674,-122.726323601,1/7/2022,1
5200 BLOCK OF N DEPAUW ST,22-6276,Property,University Park,1/8/2022,0155,Vandalism,Vandalism,45.579622874,-122.723668822,1/8/2022,1
5200 BLOCK OF N DEPAUW ST,22-27733,Property,University Park,1/30/2022,0015,Vandalism,Vandalism,45.579622874,-122.723668822,1/30/2022,1
5200 BLOCK OF N LOMBARD ST,22-7575,Property,University Park,1/7/2022,1800,Burglary,Burglary,45.582227260,-122.723493515,1/9/2022,1
5200 BLOCK OF N LOMBARD ST,22-8128,Property,Portsmouth,1/10/2022,0426,Burglary,Burglary,45.581799619,-122.722054515,1/10/2022,1
5200 BLOCK OF N LOMBARD ST,22-13483,Property,Portsmouth,1/15/2022,1325,Robbery,Robbery,45.582430186,-122.723782795,1/15/2022,1
5200 BLOCK OF N LOMBARD ST,22-15026,Property,Portsmouth,1/14/2022,1500,Burglary,Burglary,45.581799619,-122.722054515,1/17/2022,1
5200 BLOCK OF N LOMBARD ST,22-900929,Property,University Park,1/10/2022,2230,Vandalism,Vandalism,45.582227260,-122.723493515,1/11/2022,1
5200 BLOCK OF N OBERLIN ST,22-26618,Property,University Park,1/28/2022,1846,Motor Vehicle Theft,Motor Vehicle Theft,45.580648476,-122.724263848,1/28/2022,1
5200 BLOCK OF N VANCOUVER AVE,22-901860,Property,Humboldt,1/4/2022,0800,Larceny Offenses,Theft From Motor Vehicle,45.560795666,-122.668512054,1/18/2022,1
5200 BLOCK OF NE 32ND AVE,22-902201,Property,Concordia,1/19/2022,0305,Vandalism,Vandalism,45.560897893,-122.632829540,1/23/2022,1
5200 BLOCK OF NE 37TH AVE,22-900265,Property,Concordia,1/7/2022,2100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.560546246,-122.625594770,1/8/2022,1
5200 BLOCK OF NE 57TH AVE,22-900834,Property,Cully,1/4/2022,1350,Larceny Offenses,All Other Larceny,45.560822131,-122.604331011,1/4/2022,1
5200 BLOCK OF NE 152ND PL,22-901298,Property,Wilkes,1/13/2022,1400,Larceny Offenses,Theft From Motor Vehicle,45.560116260,-122.505037977,1/13/2022,1
5200 BLOCK OF NE FLANDERS ST,22-13765,Property,North Tabor,1/15/2022,1949,Fraud Offenses,Credit Card/ATM Fraud,45.525833572,-122.609544784,1/15/2022,1
5200 BLOCK OF NE GLISAN ST,22-26959,Property,North Tabor,1/29/2022,0330,Motor Vehicle Theft,Motor Vehicle Theft,45.526459690,-122.609513402,1/29/2022,1
5200 BLOCK OF NE RODNEY AVE,22-23057,Property,King,1/23/2022,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.561067364,-122.664722157,1/25/2022,1
5200 BLOCK OF S LANDING SQUARE DR,22-786,Property,South Portland,1/1/2022,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.484935003,-122.673796007,1/1/2022,1
5200 BLOCK OF S MACADAM AVE,22-11280,Property,South Portland,1/12/2022,2200,Burglary,Burglary,45.485366897,-122.675329844,1/13/2022,1
5200 BLOCK OF SE 30TH AVE,22-18074,Property,Reed,1/19/2022,2000,Vandalism,Vandalism,45.485158279,-122.634397764,1/20/2022,1
5200 BLOCK OF SE 52ND AVE,22-20952,Property,Woodstock,1/23/2022,0017,Burglary,Burglary,45.485230174,-122.608676887,1/23/2022,1
5200 BLOCK OF SE 65TH AVE,22-18361,Society,Mt Scott-Arleta,1/20/2022,1433,Pornography/Obscene Material,Pornography/Obscene Material,45.484859811,-122.596688860,1/20/2022,1
5200 BLOCK OF SE 73RD AVE,22-10381,Property,Mt Scott-Arleta,1/5/2022,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484918802,-122.587880014,1/12/2022,1
5200 BLOCK OF SE 115TH AVE,22-902943,Property,Powellhurst-Gilbert,1/30/2022,0005,Larceny Offenses,All Other Larceny,45.484679002,-122.544639615,1/30/2022,1
5200 BLOCK OF SE FRANCIS ST,22-902225,Property,Creston-Kenilworth,1/21/2022,0100,Larceny Offenses,Theft From Motor Vehicle,45.494626496,-122.608561447,1/24/2022,1
5200 BLOCK OF SE HARNEY DR,22-18106,Property,Brentwood-Darlington,12/28/2021,2300,Burglary,Burglary,45.462894132,-122.609275246,1/20/2022,1
5200 BLOCK OF SE HARNEY DR,22-18163,Property,Brentwood-Darlington,1/2/2022,2300,Burglary,Burglary,45.462894132,-122.609275246,1/20/2022,1
5200 BLOCK OF SE JOHNSON CREEK BLVD,22-1043,Property,Brentwood-Darlington,12/31/2020,1700,Burglary,Burglary,45.459413660,-122.609208475,1/2/2022,1
5200 BLOCK OF SE JOHNSON CREEK BLVD,22-1054,Property,Brentwood-Darlington,12/31/2021,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.459413660,-122.609208475,1/2/2022,1
5200 BLOCK OF SE JOHNSON CREEK BLVD,22-1219,Property,Brentwood-Darlington,12/30/2021,1700,Burglary,Burglary,45.459413660,-122.609208475,1/2/2022,1
5200 BLOCK OF SE MCLOUGHLIN BLVD,22-901380,Property,Sellwood-Moreland,1/11/2022,1800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484929127,-122.645809731,1/12/2022,1
5200 BLOCK OF SE MCLOUGHLIN BLVD,22-901391,Property,Sellwood-Moreland,1/11/2022,1800,Vandalism,Vandalism,45.484929127,-122.645809731,1/12/2022,1
5200 BLOCK OF SE MCLOUGHLIN BLVD,22-901429,Property,Sellwood-Moreland,1/12/2022,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484929127,-122.645809731,1/14/2022,1
5200 BLOCK OF SE MCLOUGHLIN BLVD,22-901434,Property,Sellwood-Moreland,1/12/2022,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484929127,-122.645809731,1/14/2022,1
5200 BLOCK OF SE REEDWAY ST,22-901680,Property,Woodstock,1/17/2022,0000,Vandalism,Vandalism,45.481790017,-122.608358107,1/17/2022,1
5200 BLOCK OF SE WOODSTOCK BLVD,22-18148,Property,Woodstock,1/18/2022,0753,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.479207911,-122.608227200,1/20/2022,1
5300 BLOCK OF E BURNSIDE ST,22-6876,Property,Mt Tabor,1/8/2022,0100,Motor Vehicle Theft,Motor Vehicle Theft,45.522839823,-122.608524147,1/8/2022,1
5300 BLOCK OF N DENVER AVE,22-901147,Property,Overlook,1/11/2022,0300,Vandalism,Vandalism,45.561604912,-122.687349354,1/11/2022,1
5300 BLOCK OF N INTERSTATE AVE,22-12220,Property,Overlook,1/14/2022,0421,Burglary,Burglary,45.561567054,-122.682410970,1/14/2022,1
5300 BLOCK OF N LOMBARD ST,22-19249,Property,University Park,1/21/2022,0414,Burglary,Burglary,45.582547717,-122.724373496,1/21/2022,1
5300 BLOCK OF N LOMBARD ST,22-901021,Property,University Park,1/3/2022,1600,Larceny Offenses,Shoplifting,45.582547717,-122.724373496,1/3/2022,1
5300 BLOCK OF N MINNESOTA AVE,22-8461,Property,Overlook,1/8/2022,1700,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.561508526,-122.679131765,1/10/2022,1
5300 BLOCK OF NE 32ND PL,22-28181,Property,Concordia,1/29/2022,1630,Motor Vehicle Theft,Motor Vehicle Theft,45.561803652,-122.631773886,1/30/2022,1
5300 BLOCK OF NE 34TH AVE,22-11420,Property,Concordia,1/13/2022,1031,Burglary,Burglary,45.561416232,-122.629583847,1/13/2022,1
5300 BLOCK OF NE 36TH AVE,22-901517,Property,Concordia,1/15/2022,1000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.561678850,-122.626660501,1/17/2022,1
5300 BLOCK OF NE AINSWORTH ST,22-902531,Property,Cully,1/27/2022,0000,Larceny Offenses,All Other Larceny,45.566471991,-122.607880227,1/27/2022,1
5300 BLOCK OF NE IRVING ST,22-900982,Property,Rose City Park,1/5/2022,1440,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.528267061,-122.608503218,1/12/2022,1
5300 BLOCK OF NE KILLINGSWORTH ST,22-901581,Property,Cully,1/16/2022,1235,Vandalism,Vandalism,45.562793666,-122.607985731,1/17/2022,1
5300 BLOCK OF NE RODNEY AVE,22-902490,Property,King,1/27/2022,0507,Vandalism,Vandalism,45.561901490,-122.664718829,1/27/2022,1
5300 BLOCK OF NE SIMPSON ST,22-900235,Property,Cully,1/5/2022,0750,Larceny Offenses,All Other Larceny,45.565137687,-122.607631450,1/5/2022,1
5300 BLOCK OF NE WISTARIA DR,22-901386,Property,Rose City Park,1/17/2022,2300,Vandalism,Vandalism,45.541253744,-122.608286775,1/19/2022,1
5300 BLOCK OF SE 18TH AVE,22-17985,Property,Sellwood-Moreland,1/19/2022,2030,Motor Vehicle Theft,Motor Vehicle Theft,45.484201568,-122.647303420,1/20/2022,1
5300 BLOCK OF SE 18TH AVE,22-25824,Property,Sellwood-Moreland,1/27/2022,1500,Motor Vehicle Theft,Motor Vehicle Theft,45.484201568,-122.647303420,1/27/2022,1
5300 BLOCK OF SE 51ST AVE,22-900266,Property,Woodstock,1/8/2022,0205,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484051453,-122.609814953,1/8/2022,1
5300 BLOCK OF SE 87TH AVE,22-900525,Property,Lents,1/5/2022,1000,Burglary,Burglary,45.484104770,-122.573602165,1/6/2022,1
5300 BLOCK OF SE 118TH AVE,22-901911,Property,Powellhurst-Gilbert,1/19/2022,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.483767289,-122.541911721,1/19/2022,1
5300 BLOCK OF SE CESAR E CHAVEZ BLVD,22-10424,Property,Reed,11/30/2021,2100,Burglary,Burglary,45.484107551,-122.622700001,1/12/2022,1
5300 BLOCK OF SE CESAR E CHAVEZ BLVD,22-10505,Property,Reed,1/11/2022,2100,Burglary,Burglary,45.484107551,-122.622700001,1/12/2022,1
5300 BLOCK OF SE FOSTER RD,22-28035,Property,Creston-Kenilworth,1/29/2022,2300,Burglary,Burglary,45.494904925,-122.607592602,1/30/2022,1
5300 BLOCK OF SE FOSTER RD,22-901124,Property,Creston-Kenilworth,1/11/2022,1400,Vandalism,Vandalism,45.494904925,-122.607592602,1/11/2022,1
5300 BLOCK OF SE FOSTER RD,22-901357,Property,Foster-Powell,1/10/2022,1354,Vandalism,Vandalism,45.494974828,-122.607521074,1/12/2022,1
5300 BLOCK OF SE HARNEY DR,22-19615,Property,Brentwood-Darlington,1/21/2022,1721,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.462966796,-122.607858735,1/21/2022,1
5300 BLOCK OF SW FLORIDA ST,22-4922,Person,Maplewood,1/6/2022,1402,Assault Offenses,Intimidation,45.475257738,-122.732006025,1/6/2022,1
5300 BLOCK OF SW WESTWOOD VW,22-902194,Property,Hillsdale,1/16/2022,1100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.484268986,-122.690218844,1/22/2022,1
5400 BLOCK OF N CECELIA ST,22-28094,Property,Portsmouth,1/29/2022,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.592795765,-122.722645633,1/30/2022,1
5400 BLOCK OF N MARYLAND AVE,22-19500,Property,Overlook,1/20/2022,1930,Motor Vehicle Theft,Motor Vehicle Theft,45.562290757,-122.680997552,1/21/2022,1
5400 BLOCK OF N WILLAMETTE BLVD,22-17286,Property,University Park,1/18/2022,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.576535805,-122.730068384,1/19/2022,1
5400 BLOCK OF N WILLIAMS AVE,22-10390,Property,Humboldt,1/11/2022,1900,Burglary,Burglary,45.562450954,-122.666864564,1/12/2022,1
5400 BLOCK OF NE 16TH AVE,22-19201,Person,Vernon,1/21/2022,1050,Assault Offenses,Simple Assault,45.562447103,-122.648647672,1/21/2022,1
5400 BLOCK OF NE 33RD AVE,22-19585,Property,Concordia,1/21/2022,1651,Robbery,Robbery,45.562379754,-122.630592551,1/21/2022,1
5400 BLOCK OF NE 42ND AVE,22-902339,Property,Cully,1/16/2022,1035,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.562533207,-122.620361252,1/25/2022,1
5400 BLOCK OF NE 64TH AVE,22-18049,Property,Cully,1/19/2022,0300,Vandalism,Vandalism,45.562418414,-122.597750446,1/20/2022,1
5400 BLOCK OF NE 74TH AVE,22-902455,Property,Cully,1/25/2022,0000,Vandalism,Vandalism,45.562334204,-122.586545702,1/25/2022,1
5400 BLOCK OF NE 122ND AVE,22-23178,Property,Parkrose,1/24/2022,1700,Burglary,Burglary,45.561838429,-122.536304632,1/25/2022,1
5400 BLOCK OF NE ALBERTA ST,22-901140,Property,Cully,1/6/2022,1417,Larceny Offenses,Theft From Building,45.559166242,-122.607409645,1/11/2022,1
5400 BLOCK OF NE HOLMAN ST,22-8428,Property,Cully,1/10/2022,0755,Larceny Offenses,All Other Larceny,45.567769226,-122.606858147,1/10/2022,1
5400 BLOCK OF NE MALLORY AVE,22-901965,Property,King,12/2/2021,1315,Larceny Offenses,All Other Larceny,45.562459791,-122.663626968,1/20/2022,1
5400 BLOCK OF NE MASON ST,22-11725,Property,Cully,1/13/2022,0700,Motor Vehicle Theft,Motor Vehicle Theft,45.552545619,-122.606980242,1/13/2022,1
5400 BLOCK OF NW CORNELL RD,22-900038,Property,,1/2/2022,1400,Larceny Offenses,Theft From Motor Vehicle,45.528833585,-122.732769561,1/2/2022,1
5400 BLOCK OF SE 82ND AVE,22-5054,Society,Lents,1/6/2022,1522,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.483169790,-122.578880209,1/6/2022,1
5400 BLOCK OF SE 82ND AVE,22-5054,Society,Lents,1/6/2022,1522,Weapon Law Violations,Weapons Law Violations,45.483169790,-122.578880209,1/6/2022,1
5400 BLOCK OF SE 82ND AVE,22-21169,Property,Lents,1/23/2022,0522,Vandalism,Vandalism,45.483169790,-122.578880209,1/23/2022,1
5400 BLOCK OF SE 86TH AVE,22-20310,Person,Lents,1/22/2022,1104,Assault Offenses,Aggravated Assault,45.483227145,-122.574950832,1/22/2022,1
5400 BLOCK OF SE 86TH AVE,22-20310,Society,Lents,1/22/2022,1104,Weapon Law Violations,Weapons Law Violations,45.483227145,-122.574950832,1/22/2022,1
5400 BLOCK OF SE 87TH AVE,22-902749,Property,Lents,1/28/2022,1300,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.483234567,-122.573476801,1/29/2022,1
5400 BLOCK OF SE 96TH AVE,22-2331,Property,Lents,1/3/2022,1951,Larceny Offenses,All Other Larceny,45.483124597,-122.564658208,1/3/2022,1
5400 BLOCK OF SE 134TH AVE,22-901713,Property,Powellhurst-Gilbert,1/18/2022,0032,Fraud Offenses,Credit Card/ATM Fraud,45.483790784,-122.525714790,1/18/2022,1
5400 BLOCK OF SE HAWTHORNE BLVD,22-24024,Property,Mt Tabor,1/25/2022,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.511966877,-122.607328284,1/26/2022,1
5400 BLOCK OF SE LINCOLN ST,22-799,Property,Mt Tabor,1/2/2022,0010,Motor Vehicle Theft,Motor Vehicle Theft,45.508003830,-122.606798838,1/2/2022,1
5400 BLOCK OF SE MILWAUKIE AVE,22-22624,Property,Sellwood-Moreland,1/23/2022,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.483336385,-122.649552440,1/24/2022,1
5400 BLOCK OF SE MITCHELL ST,22-15050,Property,Woodstock,1/17/2022,0800,Larceny Offenses,All Other Larceny,45.485461637,-122.606828856,1/17/2022,1
5400 BLOCK OF SE SCHILLER ST,22-900810,Property,Woodstock,1/3/2022,1455,Fraud Offenses,Credit Card/ATM Fraud,45.487844329,-122.606612964,1/4/2022,1
5400 BLOCK OF SE WOODSTOCK BLVD,22-16073,Property,Woodstock,1/18/2022,0115,Motor Vehicle Theft,Motor Vehicle Theft,45.479119846,-122.607046124,1/18/2022,1
5400 BLOCK OF SW HAMILTON ST,22-680006,Property,Bridlemile,1/3/2022,0900,Larceny Offenses,Theft From Motor Vehicle,45.490716445,-122.732831841,1/3/2022,1
5500 BLOCK OF E BURNSIDE ST,22-901596,Property,Mt Tabor,1/12/2022,0500,Vandalism,Vandalism,45.522841238,-122.606951278,1/16/2022,1
5500 BLOCK OF N ALBINA AVE,22-20431,Property,Humboldt,1/21/2022,2100,Vandalism,Vandalism,45.563035186,-122.675011103,1/22/2022,1
5500 BLOCK OF N CHANNEL AVE,22-16236,Property,Overlook,9/13/2021,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.562787224,-122.717583651,1/18/2022,1
5500 BLOCK OF N INTERSTATE AVE,22-24245,Property,Overlook,1/26/2022,1002,Larceny Offenses,All Other Larceny,45.563010195,-122.682411799,1/26/2022,1
5500 BLOCK OF N INTERSTATE AVE,22-900696,Property,Overlook,1/4/2022,2030,Larceny Offenses,All Other Larceny,45.563010195,-122.682411799,1/5/2022,1
5500 BLOCK OF N INTERSTATE AVE,22-900698,Property,Overlook,1/4/2022,2015,Larceny Offenses,Theft From Building,45.563010195,-122.682411799,1/5/2022,1
5500 BLOCK OF N MARYLAND AVE,22-902912,Property,Overlook,1/29/2022,1930,Vandalism,Vandalism,45.563004031,-122.681146053,1/30/2022,1
5500 BLOCK OF N MONTANA AVE,22-901819,Property,Overlook,1/17/2022,0330,Larceny Offenses,Theft From Motor Vehicle,45.563004010,-122.680134428,1/17/2022,1
5500 BLOCK OF N OBERLIN ST,22-19029,Property,University Park,1/20/2022,2230,Motor Vehicle Theft,Motor Vehicle Theft,45.581740197,-122.726971397,1/21/2022,1
5500 BLOCK OF N WILBUR AVE,22-901952,Property,Overlook,1/19/2022,1200,Larceny Offenses,Theft From Motor Vehicle,45.563191183,-122.693519358,1/19/2022,1
